iata,icao,name,city,country,lat,lon
YRL,CYRL,Red Lake Airport,Red Lake,CA,51.066898,-93.793098
YRO,CYRO,Ottawa / Rockcliffe Airport,Ottawa,CA,45.460496,-75.644001
,CYRP,Ottawa / Carp Airport,Ottawa,CA,45.319199,-76.022202
YRQ,CYRQ,Trois-Rivières Airport,Trois-Rivières,CA,46.352798,-72.679398
YRT,CYRT,Rankin Inlet Airport,Rankin Inlet,CA,62.811401,-92.115799
YRV,CYRV,Revelstoke Airport,Revelstoke,CA,50.962245,-118.184258
YSB,CYSB,Sudbury Airport,Sudbury,CA,46.625000,-80.798897
YSC,CYSC,Sherbrooke Airport,Sherbrooke,CA,45.438599,-71.691399
YSF,CYSF,Stony Rapids Airport,Stony Rapids,CA,59.250301,-105.841003
,CYSG,Saint-Georges Airport,Saint-Georges,CA,46.096401,-70.714699
YSH,CYSH,Smiths Falls-Montague (Russ Beach) Airport,Smiths Falls,CA,44.945801,-75.940598
YSJ,CYSJ,Saint John Airport,Saint John,CA,45.316101,-65.890297
YSL,CYSL,Saint-Léonard Airport,Saint-Léonard,CA,47.157097,-67.836242
YSM,CYSM,Fort Smith Airport,Fort Smith,CA,60.020302,-111.961998
YCM,CYSN,Niagara District Airport,Niagara-on-the-Lake,CA,43.191598,-79.171686
YSP,CYSP,Marathon Airport,Marathon,CA,48.755299,-86.344398
YSU,CYSU,Summerside Airport,Slemon Park,CA,46.440601,-63.833599
YTA,CYTA,Pembroke Airport,Pembroke,CA,45.864399,-77.251701
YTF,CYTF,Alma Airport,Alma,CA,48.508900,-71.641899
YTH,CYTH,Thompson Airport,Thompson,CA,55.801102,-97.864197
YTR,CYTR,CFB Trenton,Trenton,CA,44.118900,-77.528099
YTS,CYTS,Timmins/Victor M. Power,Timmins,CA,48.569698,-81.376701
YTZ,CYTZ,Billy Bishop Toronto City Airport,Toronto,CA,43.627852,-79.395530
YUL,CYUL,Montreal / Pierre Elliott Trudeau International Airport,Montréal,CA,45.467837,-73.742294
YUX,CYUX,Hall Beach Airport,Sanirajak,CA,68.776100,-81.242500
YUY,CYUY,Rouyn Noranda Airport,Rouyn-Noranda,CA,48.206100,-78.835602
YVB,CYVB,Bonaventure Airport,Bonaventure,CA,48.071098,-65.460297
YVC,CYVC,La Ronge Airport,La Ronge,CA,55.151402,-105.262001
,CYVD,Virden / RJ (Bob) Andrew Field Regional Aerodrome,Virden,CA,49.878300,-100.917999
YVE,CYVK,Vernon Regional Airport,Vernon,CA,50.246163,-119.330963
YVO,CYVO,Val-d'Or Airport,Val-d'Or,CA,48.053299,-77.782799
YVP,CYVP,Kuujjuaq Airport,Kuujjuaq,CA,58.096100,-68.426903
YVQ,CYVQ,Norman Wells Airport,Norman Wells,CA,65.281601,-126.797997
YVR,CYVR,Vancouver International Airport,Vancouver,CA,49.193901,-123.183998
YVV,CYVV,Wiarton Airport,Wiarton,CA,44.745800,-81.107201
YWG,CYWG,Winnipeg / James Armstrong Richardson International Airport,Winnipeg,CA,49.910000,-97.239899
YWK,CYWK,Wabush Airport,Wabush,CA,52.921902,-66.864403
YWL,CYWL,Williams Lake Airport,Williams Lake,CA,52.183102,-122.054001
YWY,CYWY,Wrigley Airport,Wrigley,CA,63.209400,-123.436996
YXC,CYXC,Cranbrook/Canadian Rockies International Airport,Cranbrook,CA,49.610802,-115.781998
YXE,CYXE,Saskatoon John G. Diefenbaker International Airport,Saskatoon,CA,52.170723,-106.700793
YXH,CYXH,Medicine Hat Regional Airport,Medicine Hat,CA,50.018902,-110.721001
YXJ,CYXJ,Fort St John / North Peace Regional Airport,Fort Saint John,CA,56.238098,-120.739998
YXK,CYXK,Rimouski Airport,Rimouski,CA,48.477644,-68.496323
YXL,CYXL,Sioux Lookout Airport,Sioux Lookout,CA,50.113899,-91.905296
YXQ,CYXQ,Beaver Creek Airport,Beaver Creek,CA,62.410301,-140.867004
YXR,CYXR,Earlton (Timiskaming Regional) Airport,Earlton,CA,47.697401,-79.847345
YXS,CYXS,Prince George (International) Airport,Prince George,CA,53.884311,-122.666554
YXT,CYXT,Northwest Regional Airport Terrace-Kitimat,Terrace,CA,54.468498,-128.576009
YXU,CYXU,London International Airport,London,CA,43.032845,-81.149003
YXX,CYXX,Abbotsford International Airport,Abbotsford,CA,49.025299,-122.361000
YXY,CYXY,Whitehorse / Erik Nielsen International Airport,Whitehorse,CA,60.708533,-135.065705
YXZ,CYXZ,Wawa Airport,Wawa,CA,47.966702,-84.786697
YYB,CYYB,North Bay Jack Garland Airport,North Bay,CA,46.363602,-79.422798
YYC,CYYC,Calgary International Airport,Calgary,CA,51.118822,-114.009933
YYD,CYYD,Smithers Airport,Smithers,CA,54.824699,-127.182999
YYE,CYYE,Fort Nelson Airport,Fort Nelson,CA,58.836399,-122.597000
YYF,CYYF,Penticton Airport,Penticton,CA,49.463100,-119.601997
YYG,CYYG,Charlottetown Airport,Charlottetown,CA,46.288911,-63.125174
YYJ,CYYJ,Victoria International Airport,Victoria,CA,48.647201,-123.427792
YYL,CYYL,Lynn Lake Airport,Lynn Lake,CA,56.863899,-101.075996
YYN,CYYN,Swift Current Airport,Swift Current,CA,50.291901,-107.691002
YYQ,CYYQ,Churchill Airport,Churchill,CA,58.739201,-94.065002
YYR,CYYR,Goose Bay Airport,Goose Bay,CA,53.319199,-60.425800
YYT,CYYT,St. John's International Airport,St. John's,CA,47.618599,-52.751900
YYU,CYYU,Kapuskasing Airport,Kapuskasing,CA,49.411587,-82.469645
YYW,CYYW,Armstrong Airport,Armstrong,CA,50.290298,-88.909698
YYY,CYYY,Mont Joli Airport,Mont-Joli,CA,48.608601,-68.208099
YYZ,CYYZ,Toronto Pearson International Airport,Toronto,CA,43.675935,-79.629421
YZE,CYZE,Gore Bay Manitoulin Airport,Gore Bay,CA,45.885300,-82.567802
YZF,CYZF,Yellowknife International Airport,Yellowknife,CA,62.462799,-114.440002
YZH,CYZH,Slave Lake Airport,Slave Lake,CA,55.292945,-114.777276
YZP,CYZP,Sandspit Airport,Sandspit,CA,53.254299,-131.813995
YZR,CYZR,Chris Hadfield Airport,Sarnia,CA,42.999401,-82.308899
YZS,CYZS,Coral Harbour Airport,Coral Harbour,CA,64.193298,-83.359398
YZT,CYZT,Port Hardy Airport,Port Hardy,CA,50.680599,-127.366997
YZU,CYZU,Whitecourt Airport,Whitecourt,CA,54.143902,-115.787003
YZV,CYZV,Sept-Îles Airport,Sept-Îles,CA,50.223301,-66.265602
YZW,CYZW,Teslin Airport,Teslin,CA,60.172798,-132.742996
YZX,CYZX,CFB Greenwood,Greenwood,CA,44.984402,-64.916901
,CYZY,Mackenzie Airport,Mackenzie,CA,55.297786,-123.133907
,CZ-0244,Kostomlaty Airstrip,,CZ,50.208430,14.925850
YSN,CZAM,Shuswap Regional Airport,Salmon Arm,CA,50.682802,-119.228996
YDT,CZBB,Boundary Bay Airport,Delta,CA,49.074338,-123.006877
ZBF,CZBF,Bathurst Airport,South Tetagouche,CA,47.629700,-65.738899
ZBM,CZBM,Bromont (Roland Désourdy) Airport,Bromont,CA,45.290798,-72.741402
KES,CZEE,Kelsey Airport,Kelsey,CA,56.037498,-96.509697
ZFA,CZFA,Faro Airport,Faro,CA,62.207500,-133.376007
ZGF,CZGF,Grand Forks Airport,Grand Forks,CA,49.015598,-118.431000
ZJG,CZJG,Jenpeg Airport,Jenpeg,CA,54.518902,-98.046097
ZJN,CZJN,Swan River Airport,Swan River,CA,52.120602,-101.236000
YTD,CZLQ,Thicket Portage Airport,Thicket Portage,CA,55.318901,-97.707802
PIW,CZMN,Pikwitonei Airport,Pikwitonei,CA,55.588902,-97.164200
ZMT,CZMT,Masset Airport,Masset,CA,54.027500,-132.125000
WPC,CZPC,Pincher Creek Airport,Pincher Creek,CA,49.520429,-113.997002
ZSJ,CZSJ,Sandy Lake Airport,Sandy Lake,CA,53.064201,-93.344398
ZST,CZST,Stewart Airport,Stewart,CA,55.935410,-129.982435
ZUC,CZUC,Ignace Municipal Airport,Ignace,CA,49.428204,-91.720418
,DAAB,Blida Airport,Blida,DZ,36.503601,2.814170
BUJ,DAAD,Bou Saada Airport,Ouled Sidi Brahim,DZ,35.332500,4.206390
BJA,DAAE,Soummam–Abane Ramdane Airport,Béjaïa,DZ,36.712547,5.069909
ALG,DAAG,Houari Boumediene Airport,Algiers,DZ,36.693886,3.214531
DJG,DAAJ,Tiska Djanet Airport,Djanet,DZ,24.285448,9.463652
,DAAK,Boufarik Air Base,Boufarik,DZ,36.545799,2.876110
VVZ,DAAP,Illizi Takhamalt Airport,Illizi,DZ,26.723499,8.622650
QSF,DAAS,Ain Arnat Airport,Sétif,DZ,36.178488,5.329909
TMR,DAAT,Aguenar – Hadj Bey Akhamok Airport,Tamanrasset,DZ,22.810992,5.450832
GJL,DAAV,Jijel Ferhat Abbas Airport,Tahir,DZ,36.794125,5.873652
MZW,DAAY,Mecheria Airport,Mecheria,DZ,33.535900,-0.242353
,DAAZ,Relizane Airport,Relizane,DZ,35.752955,0.625877
AAE,DABB,Annaba Rabah Bitat Airport,Annaba,DZ,36.826781,7.813340
CZL,DABC,Mohamed Boudiaf International Airport,Constantine,DZ,36.276001,6.620390
TEE,DABS,Cheikh Larbi Tébessi Airport,Tébessi,DZ,35.431599,8.120720
BLJ,DABT,Batna Mostefa Ben Boulaid Airport,Batna,DZ,35.752102,6.308590
HRM,DAFH,Hassi R'Mel Airport,Hassi R'Mel,DZ,32.930401,3.311540
TID,DAOB,Abdelhafid Boussouf Bou Chekif Airport,Tiaret,DZ,35.341099,1.463150
TIN,DAOF,Tindouf Airport,Tindouf,DZ,27.700399,-8.167100
CFK,DAOI,Chlef Aboubakr Belkaid International Airport,Chlef,DZ,36.216614,1.341114
TAF,DAOL,Oran Tafraoui Airport,Tafraoui,DZ,35.542400,-0.532278
TLM,DAON,Zenata – Messali El Hadj Airport,Zenata,DZ,35.012732,-1.457117
ORN,DAOO,Oran Es-Sénia (Ahmed Ben Bella) International Airport,Es-Sénia,DZ,35.620648,-0.622486
CBH,DAOR,Béchar Boudghene Ben Ali Lotfi Airport,Béchar,DZ,31.645700,-2.269860
MUW,DAOV,Ghriss Airport,Ghriss,DZ,35.207699,0.147142
BMW,DATM,Bordj Badji Mokhtar Airport,Bordj Badji Mokhtar,DZ,21.377800,0.926980
AZR,DAUA,Touat-Cheikh Sidi Mohamed Belkebir Airport,Adrar,DZ,27.837601,-0.186414
BSK,DAUB,Biskra - Mohamed Khider Airport,Biskra,DZ,34.793180,5.738899
ELG,DAUE,El Golea Airport,El Menia,DZ,30.580732,2.861595
GHA,DAUG,Noumérat - Moufdi Zakaria Airport,El Atteuf,DZ,32.384102,3.794110
HME,DAUH,Hassi Messaoud-Oued Irara Krim Belkacem Airport,Hassi Messaoud,DZ,31.673000,6.140440
INZ,DAUI,In Salah Airport,In Salah,DZ,27.250999,2.512020
TGR,DAUK,Touggourt Sidi Madhi Airport,Touggourt,DZ,33.067799,6.088670
LOO,DAUL,Laghouat - Molay Ahmed Medeghri Airport,Laghouat,DZ,33.764400,2.928340
ELU,DAUO,Guemar Airport - مطار قمار بالوادي,Guemar,DZ,33.511398,6.776790
TMX,DAUT,Timimoun Airport,Timimoun,DZ,29.237101,0.276033
OGX,DAUU,Ain Beida Airport,Ouargla,DZ,31.917200,5.412780
IAM,DAUZ,Zarzaitine - In Aménas Airport,In Aménas,DZ,28.051500,9.642910
COO,DBBB,Cotonou Cadjehoun International Airport,Cotonou,BJ,6.357230,2.384350
OUA,DFFD,Ouagadougou Thomas Sankara International Airport,Ouagadougou,BF,12.353200,-1.512420
BOY,DFOO,Bobo Dioulasso Airport,Bobo Dioulasso,BF,11.160100,-4.330970
ACC,DGAA,Kotoka International Airport,Accra,GH,5.605190,-0.166786
,DGAH,Ho Airport,Ho,GH,6.579691,0.532547
TML,DGLE,Yakubu Tali International Airport,Tamale,GH,9.553909,-0.866060
KMS,DGSI,Prempeh I International Airport,Kumasi,GH,6.714560,-1.590820
NYI,DGSN,Sunyani Airport,Sunyani,GH,7.361830,-2.328760
TKD,DGTK,Takoradi Airport,Sekondi-Takoradi,GH,4.896060,-1.774760
ABJ,DIAP,Félix-Houphouët-Boigny International Airport,Abidjan,CI,5.261390,-3.926290
BYK,DIBK,Bouaké Airport,Bouaké,CI,7.738800,-5.073670
DJO,DIDL,Daloa Airport,,CI,6.792810,-6.473190
HGO,DIKO,Korhogo Airport,Korhogo,CI,9.387180,-5.556660
MJC,DIMN,Man Airport,,CI,7.272070,-7.587360
SPY,DISP,San Pedro Airport,,CI,4.746720,-6.660820
ASK,DIYO,Yamoussoukro International Airport,Yamoussoukro,CI,6.903170,-5.365580
DKA,DN57,Umaru Musa Yar'adua Airport,Katsina,NG,13.007800,7.660450
ABV,DNAA,Nnamdi Azikiwe International Airport,Abuja,NG,9.006790,7.263170
QUO,DNAI,Akwa Ibom International Airport,Uyo,NG,4.872500,8.093000
AKR,DNAK,Akure Airport,Akure,NG,7.246740,5.301010
ABB,DNAS,Asaba International Airport,Asaba,NG,6.204167,6.665278
BCU,DNBC,Sir Abubakar Tafawa Balewa Bauchi State International Airport,Bauchi,NG,10.482833,9.744000
BNI,DNBE,Benin Airport,Benin,NG,6.316980,5.599500
,DNBY,Bayelsa International Airport,Yenagoa,NG,4.957590,6.203327
CBQ,DNCA,Margaret Ekpo International Airport,Calabar,NG,4.976020,8.347200
ENU,DNEN,Akanu Ibiam International Airport,Enegu,NG,6.473718,7.560463
GMO,DNGO,Gombe Lawanti International Airport,Gombe,NG,10.298889,10.900000
,DNGU,Gusau Airport,Gusau,NG,12.172860,6.696136
IBA,DNIB,Ibadan Airport,Ibadan,NG,7.362460,3.978330
ILR,DNIL,General Tunde Idiagbon International Airport,Ilorin/Ogbomosho,NG,8.440210,4.493920
QOW,DNIM,Sam Mbakwe International Cargo Airport,Owerri,NG,5.427060,7.206030
JOS,DNJO,Yakubu Gowon Airport,Jos,NG,9.639830,8.869050
KAD,DNKA,Kaduna International Airport,Kaduna,NG,10.696000,7.320110
KAN,DNKN,Mallam Aminu Kano International Airport,Kano,NG,12.045613,8.523566
MIU,DNMA,Maiduguri International Airport,Maiduguri,NG,11.854163,13.080702
MDI,DNMK,Makurdi Airport,Makurdi,NG,7.703880,8.613940
LOS,DNMM,Murtala Muhammed International Airport,Lagos,NG,6.577370,3.321160
MXJ,DNMN,Minna Airport,Minna,NG,9.652170,6.462260
PHC,DNPO,Port Harcourt International Airport,Port Harcourt,NG,5.015490,6.949590
SKO,DNSO,Sadiq Abubakar III International Airport,Sokoto,NG,12.915729,5.207547
QRW,DNSU,Warri Airport,Okpe,NG,5.598210,5.818700
YOL,DNYO,Yola Airport,Yola,NG,9.257550,12.430400
ZAR,DNZA,Zaria Airport,Zaria,NG,11.130200,7.685810
MFQ,DRRM,Maradi Airport,Maradi,NE,13.502500,7.126750
NIM,DRRN,Diori Hamani International Airport,Niamey,NE,13.481500,2.183610
THZ,DRRT,Tahoua Airport,Tahoua,NE,14.875700,5.265360
AJY,DRZA,Mano Dayak International Airport,Agadez,NE,16.966000,8.000110
ZND,DRZR,Zinder Airport,Zinder,NE,13.779000,8.983760
TBJ,DTKA,Tabarka-Aïn Draham International Airport,Tabarka,TN,36.980000,8.876940
MIR,DTMB,Monastir Habib Bourguiba International Airport,Monastir,TN,35.758099,10.754700
NBE,DTNH,Enfidha - Hammamet International Airport,Enfidha,TN,36.075833,10.438611
TUN,DTTA,Tunis Carthage International Airport,Tunis,TN,36.851002,10.227200
,DTTB,Bizerte Sidi Ahmed Air Base,Borj Challouf,TN,37.242356,9.787016
,DTTD,Remada Air Base,Remada,TN,32.306198,10.382100
GAF,DTTF,Gafsa Ksar International Airport,Gafsa,TN,34.422001,8.822500
GAE,DTTG,Gabès Matmata International Airport,Gabès,TN,33.733691,9.919410
DJE,DTTJ,Djerba Zarzis International Airport,Mellita,TN,33.873719,10.777300
EBM,DTTR,El Borma Airport,El Borma,TN,31.704300,9.254620
SFA,DTTX,Sfax Thyna International Airport,Sfax,TN,34.717999,10.691000
TOE,DTTZ,Tozeur Nefta International Airport,Tozeur,TN,33.939701,8.110560
LRL,DXNG,Niamtougou International Airport,Niamtougou,TG,9.766675,1.090944
LFW,DXXX,Lomé–Tokoin International Airport,Lomé,TG,6.165610,1.254510
,DZ-0016,Amguid Regional Airport,Idlès,DZ,26.393417,5.325419
ANR,EBAW,Antwerp International Airport (Deurne),Antwerp,BE,51.190667,4.463153
,EBBE,Beauvechain Air Base,Beauvechain,BE,50.758598,4.768330
,EBBL,Kleine Brogel Air Base,Kleine Brogel,BE,51.168301,5.470000
BRU,EBBR,Brussels Airport,Zaventem,BE,50.901402,4.484440
CRL,EBCI,Brussels South Charleroi Airport,Charleroi,BE,50.461963,4.459562
,EBCV,Chièvres Air Base,Chièvres,BE,50.575802,3.831000
,EBFN,Koksijde Air Base,Koksijde,BE,51.090302,2.652780
,EBFS,Florennes Air Base,Florennes,BE,50.243301,4.645830
KJK,EBKT,Flanders International Airport Kortrijk-Wevelgem,Wevelgem,BE,50.818878,3.209551
LGG,EBLG,Liège Airport,Grâce-Hollogne,BE,50.638574,5.443897
OST,EBOS,Ostend-Bruges International Airport,Oostende,BE,51.199800,2.874673
AOC,EDAC,Leipzig–Altenburg Airport,Nobitz,DE,50.981945,12.506389
HDF,EDAH,Heringsdorf Airport,Zirchow,DE,53.878700,14.152300
FNB,EDBN,Neubrandenburg Trollenhagen Airport,Trollenhagen,DE,53.602200,13.306000
,EDBR,Rothenburg/Görlitz Airfield,Rothenburg/Oberlausitz,DE,51.363335,14.950000
BER,EDDB,Berlin Brandenburg Airport,Berlin,DE,52.361738,13.502341
DRS,EDDC,Dresden Airport,Dresden,DE,51.134123,13.767831
ERF,EDDE,Erfurt-Weimar Airport,Erfurt,DE,50.978281,10.960713
FRA,EDDF,Frankfurt Main Airport,Frankfurt am Main,DE,50.026706,8.558350
FMO,EDDG,Münster Osnabrück Airport,Greven,DE,52.133816,7.688482
HAM,EDDH,Hamburg Helmut Schmidt Airport,Hamburg,DE,53.630402,9.988230
CGN,EDDK,Cologne Bonn Airport,Köln (Cologne),DE,50.865898,7.142740
DUS,EDDL,Düsseldorf Airport,Düsseldorf,DE,51.289501,6.766780
MUC,EDDM,Munich Airport,Munich,DE,48.353802,11.786100
NUE,EDDN,Nuremberg Airport,Nuremberg,DE,49.498699,11.078056
LEJ,EDDP,Leipzig/Halle Airport,Schkeuditz,DE,51.420657,12.232705
SCN,EDDR,Saarbrücken Airport,Saarbrücken,DE,49.214545,7.109735
STR,EDDS,Stuttgart Airport,Stuttgart,DE,48.689899,9.221960
HAJ,EDDV,Hannover Airport,Hannover,DE,52.461102,9.685080
BRE,EDDW,Bremen Airport,Bremen,DE,53.046786,8.789320
,EDFE,Frankfurt-Egelsbach Airport,Egelsbach,DE,49.960000,8.643043
HHN,EDFH,Frankfurt-Hahn Airport,Frankfurt am Main (Lautzenhausen),DE,49.946353,7.261734
MHG,EDFM,Mannheim-City Airport,Mannheim,DE,49.473057,8.514167
,EDFZ,Mainz-Finthen Airfield,Mainz,DE,49.967499,8.147222
EIB,EDGE,Eisenach-Kindel Airport,Hörselberg-Hainich,DE,50.991604,10.479730
SGE,EDGS,Siegerland Airport,Burbach,DE,50.707699,8.082970
XFW,EDHI,Hamburg-Finkenwerder Airport,Hamburg,DE,53.535278,9.835556
KEL,EDHK,Kiel-Holtenau Airport,Kiel,DE,54.379570,10.145266
LBC,EDHL,Lübeck Blankensee Airport,Lübeck,DE,53.805401,10.719200
FMM,EDJA,Memmingen Allgau Airport,Memmingen,DE,47.988092,10.238248
BFE,EDLI,Bielefeld Airport,Bielefeld,DE,51.964722,8.544444
MGL,EDLN,Mönchengladbach Airport,Mönchengladbach,DE,51.230278,6.504444
PAD,EDLP,Paderborn Lippstadt Airport,Büren,DE,51.612527,8.617459
NRN,EDLV,Weeze (Niederrhein) Airport,Weeze,DE,51.601362,6.141228
DTM,EDLW,Dortmund Airport,Dortmund,DE,51.518299,7.612240
AGB,EDMA,Augsburg Airport,Augsburg,DE,48.425278,10.931667
,EDML,Landshut Airfield,Landshut,DE,48.512019,12.034865
OBF,EDMO,Oberpfaffenhofen Airport,Weßling,DE,48.081402,11.283100
FDH,EDNY,Bodensee Airport Friedrichshafen,Friedrichshafen,DE,47.671299,9.511490
,EDQA,Bamberg-Breitenau Airfield,Bamberg,DE,49.920403,10.914233
BYU,EDQD,Bayreuth Airport,Bindlach,DE,49.985001,11.640000
HOQ,EDQM,Hof-Plauen Airport,Hof,DE,50.288544,11.852876
FKB,EDSB,Karlsruhe Baden-Baden Airport,Rheinmünster,DE,48.779400,8.080500
,EDTD,Donaueschingen-Villingen Airfield,Donaueschingen,DE,47.973331,8.522222
LHA,EDTL,Lahr Airport,Lahr/Schwarzwald,DE,48.369301,7.827720
,EDTM,Mengen-Hohentengen Airfield,Mengen,DE,48.053890,9.372778
,EDTY,Adolf Würth Airport,Schwäbisch Hall,DE,49.118332,9.783889
,EDUZ,Zerbst Airfield,Straguth,DE,52.000832,12.148611
BWE,EDVE,Braunschweig-Wolfsburg Airport,Braunschweig,DE,52.319199,10.556100
KSF,EDVK,Kassel Airport,Calden,DE,51.418395,9.391638
GWT,EDXW,Westerland Sylt Airport,Sylt,DE,54.913200,8.340470
,EEEI,Ämari Air Base,Keila,EE,59.259599,24.204799
KDL,EEKA,Kärdla Airport,Kärdla,EE,58.990799,22.830700
URE,EEKE,Kuressaare Airport,Kuressaare,EE,58.229900,22.509501
EPU,EEPU,Pärnu Airport,Pärnu,EE,58.418999,24.472799
EES,EES,Berenice International Airport / Banas Cape Air Base,Berenice Troglodytica,EG,23.980437,35.460277
TLL,EETN,Lennart Meri Tallinn Airport,Tallinn,EE,59.413246,24.832640
TAY,EETU,Tartu Airport,Tartu,EE,58.307438,26.686473
ENF,EFET,Enontekio Airport,Enontekio,FI,68.362602,23.424299
KEV,EFHA,Halli Airport,Jämsä,FI,61.856039,24.786686
HEL,EFHK,Helsinki Vantaa Airport,Helsinki (Vantaa),FI,60.318363,24.963341
KTQ,EFIT,Kitee Airport,Kitee,FI,62.166100,30.073601
IVL,EFIV,Ivalo Airport,Ivalo,FI,68.607300,27.405300
JOE,EFJO,Joensuu Airport,Joensuu,FI,62.658815,29.619398
JYV,EFJY,Jyväskylä Airport,Jyväskylän Maalaiskunta,FI,62.399502,25.678301
KAU,EFKA,Kauhava Airfield,Kauhava,FI,63.127102,23.051399
KEM,EFKE,Kemi-Tornio Airport,Kemi / Tornio,FI,65.778702,24.582100
KAJ,EFKI,Kajaani Airport,Kajaani,FI,64.285500,27.692400
KHJ,EFKJ,Kauhajoki Airfield,Kauhajoki,FI,62.463212,22.390817
KOK,EFKK,Kokkola-Pietarsaari Airport,Kokkola / Kruunupyy,FI,63.721199,23.143101
KAO,EFKS,Kuusamo Airport,Kuusamo,FI,65.987602,29.239401
KTT,EFKT,Kittilä International Airport,Kittilä,FI,67.700996,24.846800
KUO,EFKU,Kuopio Airport,Kuopio / Siilinjärvi,FI,63.007099,27.797800
LPP,EFLP,Lappeenranta Airport,Lappeenranta,FI,61.044601,28.144743
MHQ,EFMA,Mariehamn Airport,Mariehamn,FI,60.122200,19.898199
MIK,EFMI,Mikkeli Airport,Mikkeli,FI,61.686600,27.201799
OUL,EFOU,Oulu Airport,Oulu / Oulunsalo,FI,64.930099,25.354601
POR,EFPO,Pori Airport,Pori,FI,61.461700,21.799999
,EFPR,Helsinki East-Redstone Aerodrome,Helsinki (Pyhtää),FI,60.479167,26.593889
RVN,EFRO,Rovaniemi Airport,Rovaniemi,FI,66.563327,25.829751
SVL,EFSA,Savonlinna Airport,Savonlinna,FI,61.943100,28.945101
SJY,EFSI,Seinäjoki Airport,Seinäjoki / Ilmajoki,FI,62.692101,22.832300
SOT,EFSO,Sodankyla Airport,Sodankyla,FI,67.394997,26.619101
TMP,EFTP,Tampere-Pirkkala Airport,Tampere / Pirkkala,FI,61.414101,23.604401
TKU,EFTU,Turku Airport,Turku,FI,60.514099,22.262800
UTI,EFUT,Utti Air Base,Utti / Valkeala,FI,60.896400,26.938400
VAA,EFVA,Vaasa Airport,Vaasa,FI,63.050230,21.762543
VRK,EFVR,Varkaus Airport,Varkaus / Joroinen,FI,62.171101,27.868601
YLI,EFYL,Ylivieska Airfield,Ylivieska,FI,64.054722,24.725278
,EG-0003,Bilbeis 2 Airfield,Bilbeis,EG,30.420601,31.678900
BFS,EGAA,Belfast International Airport,Belfast,GB,54.657501,-6.215830
ENK,EGAB,Enniskillen/St Angelo Airport,"Enniskillen, Fermanagh and Omagh",GB,54.398274,-7.651179
BHD,EGAC,George Best Belfast City Airport,Belfast,GB,54.618099,-5.872500
LDY,EGAE,City of Derry Airport,"Derry, Derry and Strabane",GB,55.042801,-7.161110
BHX,EGBB,Birmingham Airport,"Birmingham, West Midlands",GB,52.453899,-1.748030
CVT,EGBE,Coventry Airport,"Coventry, West Midlands",GB,52.369701,-1.479720
GLO,EGBJ,Gloucestershire Airport,"Staverton, Gloucestershire",GB,51.894199,-2.167220
NQT,EGBN,Nottingham City Airport,"Nottingham, Nottinghamshire",GB,52.919998,-1.079170
MAN,EGCC,Manchester Airport,"Manchester, Greater Manchester",GB,53.349375,-2.279521
,EGDC,Royal Marines Base Chivenor,Chivenor,GB,51.087200,-4.150340
,EGDM,MoD Boscombe Down,"Salisbury, Wiltshire",GB,51.152199,-1.747410
,EGDR,RNAS Culdrose,Helston,GB,50.086102,-5.255710
,EGDX,MOD St Athan,"St Athan, Vale of Glamorgan",GB,51.405229,-3.433254
YEO,EGDY,RNAS Yeovilton,"Yeovil, Somerset",GB,51.009399,-2.638820
CAL,EGEC,Campbeltown Airport,Campbeltown,GB,55.437199,-5.686390
EOI,EGED,Eday Airport,Eday,GB,59.190601,-2.772220
HAW,EGFE,Haverfordwest Airport,Haverfordwest,GB,51.833099,-4.961110
CWL,EGFF,Cardiff International Airport,Cardiff,GB,51.396702,-3.343330
SWS,EGFH,Swansea Airport,Swansea,GB,51.601366,-4.071006
BRS,EGGD,Bristol Airport,Bristol,GB,51.382326,-2.716453
LPL,EGGP,Liverpool John Lennon Airport,Liverpool,GB,53.334863,-2.849637
LTN,EGGW,London Luton Airport,"Luton, Luton",GB,51.874699,-0.368333
